0	Unclassified
0	k__Bacteria
0	k__Bacteria	p__Pseudomonadota
0	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria
0	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales
0	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae
0	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia
4008	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Allosphingosinicella	s__Allosphingosinicella_indica
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Aquisediminimonas
2552	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Aquisediminimonas	s__Aquisediminimonas_profunda
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter
15610	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_sp._SDW2
14724	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_sp._A30-3
13168	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_sp._3-20A1M
10168	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_sp._HL-111
10082	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_sp._JK5
8910	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_sp._SCSIO_43205
6358	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_sp._BLCC-B19
5326	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_sp._HKB08
4768	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_sp.
3364	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_sp._KY5
2898	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_sp._THAF29
14542	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_litoralis
13056	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_aurantius
5494	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_neustonensis
3912	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_mangrovi
3584	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__Erythrobacter_aureus
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Porphyrobacter
16424	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Porphyrobacter	s__Porphyrobacter_sp._LM_6
9192	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Porphyrobacter	s__Porphyrobacter_sp._CACIAM_03H1
8382	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Porphyrobacter	s__Porphyrobacter_sp._HT-58-2
7404	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Porphyrobacter	s__Porphyrobacter_sp._YT40
5566	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Porphyrobacter	s__Porphyrobacter_sp._ULC335
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Qipengyuania
13180	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Qipengyuania	s__Qipengyuania_flava
7414	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Qipengyuania	s__Qipengyuania_spongiae
5686	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Qipengyuania	s__Qipengyuania_psychrotolerans
5346	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Qipengyuania	s__Qipengyuania_sp._SS22
4814	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Qipengyuania	s__Qipengyuania_aurantiaca
4804	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Qipengyuania	s__Qipengyuania_gelatinilytica
4044	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Qipengyuania	s__Qipengyuania_soli
3298	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Qipengyuania	s__Qipengyuania_xiapuensis
3166	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Qipengyuania	s__Qipengyuania_aquimaris
2984	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Qipengyuania	s__Qipengyuania_sediminis
2820	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Qipengyuania	s__Qipengyuania_seohaensis
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Altererythrobacter
15504	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Altererythrobacter	s__Altererythrobacter_sp._CAU_1644
14026	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Altererythrobacter	s__Altererythrobacter_sp._B11
9066	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Altererythrobacter	s__Altererythrobacter_sp._TH136
5882	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Altererythrobacter	s__Altererythrobacter_sp._BO-6
3012	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Altererythrobacter	s__Altererythrobacter_sp._ZODW24
3720	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Altererythrobacter	s__Altererythrobacter_rubellus
3630	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Altererythrobacter	s__Altererythrobacter_epoxidivorans
2776	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Altererythrobacter	s__Altererythrobacter_ishigakiensis
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Croceicoccus
24102	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Croceicoccus	s__Croceicoccus_marinus
8482	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Croceicoccus	s__Croceicoccus_sp._Ery5
5816	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Croceicoccus	s__Croceicoccus_sp._Ery15
5024	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Croceicoccus	s__Croceicoccus_sp._YJ47
10324	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Croceicoccus	s__Croceicoccus_naphthovorans
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Aurantiacibacter
6878	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Aurantiacibacter	s__Aurantiacibacter_sp._MUD11
6392	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Aurantiacibacter	s__Aurantiacibacter_sp._MUD61
6482	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Aurantiacibacter	s__Aurantiacibacter_gangjinensis
5476	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Aurantiacibacter	s__Aurantiacibacter_atlanticus
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Tsuneonella
7856	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Tsuneonella	s__Tsuneonella_dongtanensis
7382	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Tsuneonella	s__Tsuneonella_amylolytica
5268	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Tsuneonella	s__Tsuneonella_flava
4532	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Tsuneonella	s__Tsuneonella_mangrovi
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Caenibius
9734	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Caenibius	s__Caenibius_tardaugens
4792	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Caenibius	s__Caenibius_sp._WL
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Croceibacterium
10010	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Croceibacterium	s__Croceibacterium_atlanticum
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Paraurantiacibacter
6516	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Paraurantiacibacter	s__Paraurantiacibacter_namhicola
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Pelagerythrobacter
4948	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Pelagerythrobacter	s__Pelagerythrobacter_marensis
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingosinicellaceae
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingosinicellaceae	g__Sphingosinicella
17858	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingosinicellaceae	g__Sphingosinicella	s__Sphingosinicella_microcystinivorans
4308	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingosinicellaceae	g__Sphingosinicella	s__Sphingosinicella_sp._BN140058
1342	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingosinicellaceae	g__Sphingosinicella	s__Sphingosinicella_flava
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingosinicellaceae	g__Polymorphobacter
3596	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingosinicellaceae	g__Polymorphobacter	s__Polymorphobacter_sp._PAMC_29334
3384	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingosinicellaceae	g__Polymorphobacter	s__Polymorphobacter_megasporae
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingosinicellaceae	g__Sandaracinobacteroides
6904	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingosinicellaceae	g__Sandaracinobacteroides	s__Sandaracinobacteroides_saxicola
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Zymomonadaceae
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Zymomonadaceae	g__Zymomonas
7338	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Zymomonadaceae	g__Zymomonas	s__Zymomonas_mobilis
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus
23356	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_sp._TOH
12818	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_sp._S3-43
12166	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_sp._MA
8274	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_sp._MC1862
7176	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_sp._AK26
4152	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_sp._SMMA_5_TC
3210	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_sp._Arc7-R13
790	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_sp._TK19116
22	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_sp._(in:_a-proteobacteria)
23532	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_yeei
18814	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_denitrificans
14226	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_versutus
12896	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_alcaliphilus
12812	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_zhejiangensis
12310	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_aerodenitrificans
11422	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_marcusii
10674	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_fistulariae
10142	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_stylophorae
10088	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_suum
9794	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_contaminans
8704	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_liaowanqingii
8146	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_sanguinis
7842	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_mutanolyticus
7656	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_aestuarii
7438	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_albus
6516	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_pantotrophus
6488	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_aminovorans
6476	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_methylovorus
6036	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_jeotgali
5666	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_everestensis
5458	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_sediminicola
5432	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_seriniphilus
4376	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_saliphilus
4010	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_kondratievae
3864	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_aminophilus
3166	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_tegillarcae
36	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_haeundaensis
12	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_methylutens
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Cereibacter
38820	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Cereibacter	s__Cereibacter_sphaeroides
3154	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Cereibacter	s__Cereibacter_azotoformans
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Rhodobacter
15500	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Rhodobacter	s__Rhodobacter_sp._LPB0142
4980	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Rhodobacter	s__Rhodobacter_sp._CZR27
17274	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Rhodobacter	s__Rhodobacter_capsulatus
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Rhodovulum
17554	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Rhodovulum	s__Rhodovulum_sulfidophilum
8420	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Rhodovulum	s__Rhodovulum_sp._P5
7096	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Rhodovulum	s__Rhodovulum_sp._MB263
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Pseudooceanicola
10400	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Pseudooceanicola	s__Pseudooceanicola_algae
7934	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Pseudooceanicola	s__Pseudooceanicola_atlanticus
7898	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Pseudooceanicola	s__Pseudooceanicola_nitratireducens
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Brevirhabdus
19728	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Brevirhabdus	s__Brevirhabdus_pacifica
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Gemmobacter
11144	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Gemmobacter	s__Gemmobacter_fulva
6548	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Gemmobacter	s__Gemmobacter_aquarius
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Pikeienuella
17032	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Pikeienuella	s__Pikeienuella_piscinae
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Parasedimentitalea
8750	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Parasedimentitalea	s__Parasedimentitalea_marina
6436	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Parasedimentitalea	s__Parasedimentitalea_sp._QS115
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Frigidibacter
14302	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Frigidibacter	s__Frigidibacter_mobilis
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Pelagovum
13716	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Pelagovum	s__Pelagovum_pacificum
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Polymorphum
12954	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Polymorphum	s__Polymorphum_gilvum
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paroceanicella
12936	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paroceanicella	s__Paroceanicella_profunda
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Haematobacter
12830	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Haematobacter	s__Haematobacter_massiliensis
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Tabrizicola
12664	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Tabrizicola	s__Tabrizicola_piscis
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Fuscovulum
6130	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Fuscovulum	s__Fuscovulum_sp._YMD61
6120	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Fuscovulum	s__Fuscovulum_blasticum
0	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Thioclava
7376	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Thioclava	s__Thioclava_nitratireducens
